name	source	chrom	start	end	strand	YB1_aer_MinION_raw	YB1_aer_MinION_cpm	YB1_aer_0508_raw	YB1_aer_0508_cpm	YB1_ana_v2_raw	YB1_ana_v2_cpm	YB1_ana_0507_raw	YB1_ana_0507_cpm	YB1_ana_0508_raw	YB1_ana_0508_cpm	SL7207_aer_0507_raw	SL7207_aer_0507_cpm	SL7207_aer_0509_raw	SL7207_aer_0509_cpm	SL7207_ana_0509_raw	SL7207_ana_0509_cpm	dAsd_aer_0511_raw	dAsd_aer_0511_cpm	dAsd_ana_0512_raw	dAsd_ana_0512_cpm	dAsd_aer_0514_raw	dAsd_aer_0514_cpm	dAsd_ana_0514_raw	dAsd_ana_0514_cpm
Plasmid_R1162	Rfam	NC_017719.1	2819	2894	-	5	17.56	21	24.53	4	28.85	17	20.42	5	10.06	11	15.23	19	32.06	34	26.34	13	14.62	15	16.22	5	16.59	19	20.14
AS-traI	Rfam	NC_017720.1	3734	3811	+	41	143.97	207	241.84	50	360.67	98	117.72	114	229.42	145	200.71	18	30.37	46	35.64	117	131.55	253	273.55	16	53.1	140	148.43
AS-traG	Rfam	NC_017720.1	13206	13292	+	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.69	1	0.77	0	0.0	1	1.08	1	3.32	1	1.06
FinP	Rfam	NC_017720.1	32264	32340	+	0	0.0	0	0.0	2	14.43	1	1.2	2	4.02	1	1.38	1	1.69	2	1.55	1	1.12	1	1.08	0	0.0	2	2.12
traJ_5	Rfam	NC_017720.1	32265	32371	-	0	0.0	0	0.0	2	14.43	1	1.2	2	4.02	1	1.38	1	1.69	2	1.55	1	1.12	1	1.08	0	0.0	2	2.12
CopA	Rfam	NC_017720.1	92009	92099	+	151	530.23	617	720.86	118	851.17	248	297.91	211	424.63	643	890.04	165	278.38	340	263.41	140	157.41	287	310.32	61	202.45	263	278.84
STnc890	Kroger	NC_016810.1	14719	14783	+	4	14.05	5	5.84	1	7.21	26	31.23	15	30.19	1	1.38	10	16.87	57	44.16	10	11.24	11	11.89	2	6.64	9	9.54
STnc3200	Kroger	NC_016810.1	16444	16493	-	0	0.0	0	0.0	0	0.0	2	2.4	1	2.01	1	1.38	0	0.0	0	0.0	0	0.0	0	0.0	1	3.32	0	0.0
STnc3210	Kroger	NC_016810.1	17024	17111	+	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
STnc1010	Kroger	NC_016810.1	41628	41708	+	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	5	5.62	2	2.16	1	3.32	3	3.18
STnc3220	Kroger	NC_016810.1	61806	62034	+	1	3.51	4	4.67	0	0.0	4	4.8	6	12.07	10	13.84	5	8.44	15	11.62	4	4.5	3	3.24	1	3.32	5	5.3
STnc3090	Kroger	NC_016810.1	66915	67048	+	1	3.51	4	4.67	3	21.64	1	1.2	5	10.06	4	5.54	7	11.81	5	3.87	7	7.87	9	9.73	0	0.0	3	3.18
STnc4160	Kroger	NC_016810.1	66911	67051	-	1	3.51	4	4.67	3	21.64	1	1.2	5	10.06	4	5.54	7	11.81	5	3.87	7	7.87	9	9.73	0	0.0	3	3.18
STnc4170	Kroger	NC_016810.1	95101	95188	+	0	0.0	6	7.01	0	0.0	3	3.6	3	6.04	2	2.77	2	3.37	1	0.77	1	1.12	0	0.0	0	0.0	2	2.12
STnc3240	Kroger	NC_016810.1	101321	101483	-	2	7.02	15	17.52	1	7.21	15	18.02	13	26.16	7	9.69	18	30.37	35	27.12	6	6.75	12	12.97	4	13.28	19	20.14
STnc4180	Kroger	NC_016810.1	109242	109322	-	3	10.53	9	10.51	0	0.0	11	13.21	8	16.1	4	5.54	11	18.56	25	19.37	6	6.75	13	14.06	4	13.28	13	13.78
STnc1500	Kroger	NC_016810.1	138099	138274	-	1	3.51	6	7.01	0	0.0	4	4.8	1	2.01	2	2.77	5	8.44	6	4.65	4	4.5	6	6.49	2	6.64	8	8.48
STnc4190	Kroger	NC_016810.1	209867	209971	-	1	3.51	3	3.5	0	0.0	1	1.2	0	0.0	3	4.15	0	0.0	4	3.1	2	2.25	4	4.32	1	3.32	1	1.06
STnc3250	Kroger	NC_016810.1	223450	223676	-	4	14.05	8	9.35	0	0.0	18	21.62	13	26.16	3	4.15	10	16.87	19	14.72	9	10.12	10	10.81	5	16.59	19	20.14
STnc1510	Kroger	NC_016810.1	237090	237187	+	1	3.51	6	7.01	0	0.0	10	12.01	8	16.1	4	5.54	10	16.87	9	6.97	17	19.11	18	19.46	0	0.0	12	12.72
STnc3100	Kroger	NC_016810.1	245837	245954	+	0	0.0	1	1.17	0	0.0	4	4.8	0	0.0	1	1.38	3	5.06	16	12.4	13	14.62	12	12.97	5	16.59	9	9.54
STnc3110	Kroger	NC_016810.1	249152	249274	+	9	31.6	28	32.71	5	36.07	33	39.64	19	38.24	29	40.14	24	40.49	39	30.21	38	42.73	44	47.57	11	36.51	38	40.29
sRNA1	Kroger	NC_016810.1	257724	257790	+	10	35.11	36	42.06	2	14.43	27	32.43	22	44.27	29	40.14	22	37.12	49	37.96	35	39.35	52	56.22	10	33.19	40	42.41
STnc920	Kroger	NC_016810.1	259115	259164	+	6	21.07	30	35.05	3	21.64	22	26.43	16	32.2	25	34.6	18	30.37	48	37.19	17	19.11	24	25.95	10	33.19	27	28.63
STnc1030	Kroger	NC_016810.1	350891	351095	+	6	21.07	22	25.7	5	36.07	13	15.62	19	38.24	13	17.99	11	18.56	12	9.3	20	22.49	45	48.66	0	0.0	28	29.69
STnc1040	Kroger	NC_016810.1	351052	351100	-	6	21.07	22	25.7	5	36.07	13	15.62	17	34.21	12	16.61	10	16.87	11	8.52	19	21.36	41	44.33	0	0.0	26	27.57
STnc3270	Kroger	NC_016810.1	376114	376194	+	0	0.0	1	1.17	0	0.0	0	0.0	1	2.01	0	0.0	2	3.37	0	0.0	1	1.12	3	3.24	0	0.0	1	1.06
STnc1700	Kroger	NC_016810.1	386380	386476	+	0	0.0	0	0.0	0	0.0	0	0.0	1	2.01	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
STnc3280	Kroger	NC_016810.1	418390	418463	-	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.69	0	0.0	1	1.12	0	0.0	0	0.0	1	1.06
STnc4150	Kroger	NC_016810.1	436952	437082	-	0	0.0	3	3.5	0	0.0	1	1.2	0	0.0	1	1.38	1	1.69	0	0.0	2	2.25	0	0.0	0	0.0	2	2.12
STnc930	Kroger	NC_016810.1	514483	514578	+	1	3.51	5	5.84	2	14.43	2	2.4	1	2.01	2	2.77	4	6.75	5	3.87	4	4.5	2	2.16	1	3.32	2	2.12
STnc3130	Kroger	NC_016810.1	545301	545385	-	3	10.53	6	7.01	1	7.21	9	10.81	3	6.04	3	4.15	7	11.81	14	10.85	48	53.97	22	23.79	4	13.28	12	12.72
STnc950	Kroger	NC_016810.1	569022	569074	+	1	3.51	0	0.0	0	0.0	1	1.2	2	4.02	2	2.77	1	1.69	4	3.1	1	1.12	0	0.0	0	0.0	0	0.0
STnc1870	Kroger	NC_016810.1	617316	617426	+	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	3	5.06	3	2.32	0	0.0	1	1.08	0	0.0	0	0.0
STnc3180	Kroger	NC_016810.1	668610	668719	+	0	0.0	0	0.0	0	0.0	2	2.4	1	2.01	0	0.0	1	1.69	3	2.32	6	6.75	3	3.24	0	0.0	5	5.3
STnc3550	Kroger	NC_016810.1	689843	689990	-	2	7.02	2	2.34	0	0.0	3	3.6	3	6.04	0	0.0	3	5.06	4	3.1	5	5.62	2	2.16	5	16.59	5	5.3
STnc3290	Kroger	NC_016810.1	738319	738476	+	3	10.53	3	3.5	0	0.0	6	7.21	4	8.05	5	6.92	11	18.56	6	4.65	3	3.37	8	8.65	2	6.64	5	5.3
STnc3300	Kroger	NC_016810.1	748529	748639	-	2	7.02	11	12.85	1	7.21	19	22.82	12	24.15	8	11.07	15	25.31	24	18.59	14	15.74	11	11.89	5	16.59	29	30.75
sRNA9	Kroger	NC_016810.1	756376	756436	-	5	17.56	6	7.01	0	0.0	10	12.01	6	12.07	8	11.07	14	23.62	20	15.49	9	10.12	8	8.65	7	23.23	15	15.9
STnc3340	Kroger	NC_016810.1	863328	863391	-	0	0.0	1	1.17	1	7.21	0	0.0	3	6.04	3	4.15	3	5.06	5	3.87	1	1.12	2	2.16	1	3.32	1	1.06
STnc980	Kroger	NC_016810.1	889557	889714	-	0	0.0	4	4.67	0	0.0	10	12.01	4	8.05	3	4.15	13	21.93	20	15.49	8	8.99	6	6.49	0	0.0	18	19.08
STnc1200	Kroger	NC_016810.1	924768	924838	-	1	3.51	8	9.35	4	28.85	5	6.01	2	4.02	4	5.54	0	0.0	3	2.32	3	3.37	6	6.49	0	0.0	6	6.36
STnc1710	Kroger	NC_016810.1	932196	932336	+	3	10.53	23	26.87	1	7.21	23	27.63	22	44.27	23	31.84	19	32.06	28	21.69	10	11.24	11	11.89	10	33.19	11	11.66
STnc3310	Kroger	NC_016810.1	1009198	1009379	-	2	7.02	11	12.85	1	7.21	14	16.82	9	18.11	6	8.31	6	10.12	34	26.34	11	12.37	22	23.79	8	26.55	14	14.84
STnc3330	Kroger	NC_016810.1	1024492	1024591	-	10	35.11	38	44.4	3	21.64	42	50.45	21	42.26	39	53.98	29	48.93	42	32.54	33	37.1	52	56.22	22	73.02	42	44.53
STnc3350	Kroger	NC_016810.1	1047935	1048028	+	5	17.56	11	12.85	0	0.0	14	16.82	10	20.12	10	13.84	9	15.18	22	17.04	12	13.49	9	9.73	2	6.64	27	28.63
STnc4200	Kroger	NC_016810.1	1055772	1055892	+	5	17.56	31	36.22	4	28.85	26	31.23	18	36.22	28	38.76	17	28.68	31	24.02	17	19.11	32	34.6	10	33.19	34	36.05
STnc1080	Kroger	NC_016810.1	1062744	1062806	-	2	7.02	26	30.38	2	14.43	11	13.21	21	42.26	27	37.37	6	10.12	23	17.82	15	16.87	23	24.87	6	19.91	45	47.71
STnc3390	Kroger	NC_016810.1	1113730	1113815	-	0	0.0	5	5.84	0	0.0	4	4.8	1	2.01	0	0.0	5	8.44	10	7.75	2	2.25	3	3.24	1	3.32	12	12.72
STnc1880	Kroger	NC_016810.1	1153744	1153841	+	1	3.51	4	4.67	0	0.0	2	2.4	1	2.01	3	4.15	4	6.75	5	3.87	1	1.12	4	4.32	0	0.0	4	4.24
STnc3400	Kroger	NC_016810.1	1154914	1154976	+	2	7.02	9	10.51	1	7.21	18	21.62	6	12.07	11	15.23	5	8.44	9	6.97	12	13.49	11	11.89	4	13.28	10	10.6
STnc3040	Kroger	NC_016810.1	1198645	1198752	+	1	3.51	1	1.17	0	0.0	2	2.4	2	4.02	5	6.92	3	5.06	3	2.32	1	1.12	11	11.89	3	9.96	7	7.42
STnc840	Kroger	NC_016810.1	1224243	1224316	+	3	10.53	23	26.87	2	14.43	20	24.02	11	22.14	5	6.92	11	18.56	48	37.19	3	3.37	3	3.24	0	0.0	3	3.18
STnc850	Kroger	NC_016810.1	1252597	1252673	+	2	7.02	9	10.51	1	7.21	14	16.82	9	18.11	8	11.07	6	10.12	19	14.72	31	34.85	32	34.6	6	19.91	29	30.75
STnc1090	Kroger	NC_016810.1	1252559	1252626	-	3	10.53	9	10.51	1	7.21	11	13.21	8	16.1	7	9.69	5	8.44	17	13.17	28	31.48	33	35.68	6	19.91	25	26.51
STnc3410	Kroger	NC_016810.1	1254995	1255077	-	1	3.51	1	1.17	0	0.0	3	3.6	3	6.04	1	1.38	9	15.18	16	12.4	6	6.75	1	1.08	0	0.0	5	5.3
STnc3420	Kroger	NC_016810.1	1289666	1289799	-	4	14.05	1	1.17	0	0.0	6	7.21	3	6.04	5	6.92	10	16.87	9	6.97	0	0.0	1	1.08	1	3.32	1	1.06
STnc520	Kroger	NC_016810.1	1290589	1290674	-	6	21.07	14	16.36	4	28.85	16	19.22	10	20.12	1	1.38	6	10.12	8	6.2	5	5.62	4	4.32	1	3.32	3	3.18
STnc1760	Kroger	NC_016810.1	1292834	1292935	-	2	7.02	20	23.37	1	7.21	21	25.23	12	24.15	5	6.92	7	11.81	10	7.75	10	11.24	21	22.71	2	6.64	8	8.48
STnc1210	Kroger	NC_016810.1	1292955	1293014	+	0	0.0	1	1.17	0	0.0	0	0.0	0	0.0	1	1.38	1	1.69	2	1.55	0	0.0	1	1.08	1	3.32	1	1.06
STnc1990	Kroger	NC_016810.1	1294840	1294974	+	0	0.0	4	4.67	1	7.21	6	7.21	2	4.02	4	5.54	3	5.06	6	4.65	16	17.99	20	21.62	10	33.19	30	31.81
STnc3430	Kroger	NC_016810.1	1294945	1295057	-	0	0.0	3	3.5	0	0.0	6	7.21	2	4.02	4	5.54	3	5.06	6	4.65	17	19.11	23	24.87	10	33.19	30	31.81
STnc3440	Kroger	NC_016810.1	1303293	1303380	+	0	0.0	0	0.0	0	0.0	1	1.2	0	0.0	1	1.38	2	3.37	2	1.55	0	0.0	1	1.08	0	0.0	0	0.0
STnc1480	Kroger	NC_016810.1	1316873	1317268	+	1	3.51	5	5.84	0	0.0	7	8.41	6	12.07	5	6.92	5	8.44	10	7.75	8	8.99	6	6.49	2	6.64	6	6.36
STnc1640	Kroger	NC_016810.1	1345882	1345970	+	0	0.0	5	5.84	0	0.0	5	6.01	8	16.1	9	12.46	6	10.12	8	6.2	9	10.12	11	11.89	3	9.96	5	5.3
STnc2010	Kroger	NC_016810.1	1353831	1353959	+	1	3.51	2	2.34	0	0.0	1	1.2	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.08	0	0.0	1	1.06
STnc3570	Kroger	NC_016810.1	1359016	1359183	-	2	7.02	5	5.84	0	0.0	8	9.61	10	20.12	2	2.77	10	16.87	13	10.07	12	13.49	18	19.46	5	16.59	18	19.08
STnc3460	Kroger	NC_016810.1	1363845	1363967	+	1	3.51	11	12.85	2	14.43	13	15.62	6	12.07	15	20.76	9	15.18	17	13.17	14	15.74	22	23.79	8	26.55	22	23.32
STnc4210	Kroger	NC_016810.1	1363924	1363997	-	1	3.51	12	14.02	1	7.21	13	15.62	6	12.07	14	19.38	9	15.18	17	13.17	14	15.74	22	23.79	8	26.55	22	23.32
STnc1220	Kroger	NC_016810.1	1448717	1448790	-	0	0.0	1	1.17	0	0.0	0	0.0	0	0.0	0	0.0	2	3.37	2	1.55	0	0.0	0	0.0	0	0.0	0	0.0
STnc4220	Kroger	NC_016810.1	1464775	1464870	-	0	0.0	8	9.35	1	7.21	7	8.41	1	2.01	2	2.77	4	6.75	8	6.2	6	6.75	14	15.14	3	9.96	12	12.72
STnc3500	Kroger	NC_016810.1	1495397	1495512	+	0	0.0	5	5.84	0	0.0	4	4.8	3	6.04	3	4.15	3	5.06	7	5.42	2	2.25	0	0.0	1	3.32	3	3.18
STnc3510	Kroger	NC_016810.1	1506481	1506596	-	0	0.0	0	0.0	0	0.0	1	1.2	0	0.0	0	0.0	0	0.0	0	0.0	78	87.7	72	77.85	36	119.48	133	141.01
STnc3480	Kroger	NC_016810.1	1519286	1519547	+	1	3.51	0	0.0	0	0.0	5	6.01	1	2.01	2	2.77	3	5.06	7	5.42	1	1.12	4	4.32	3	9.96	1	1.06
STnc2170	Kroger	NC_016810.1	1553668	1553737	-	0	0.0	1	1.17	0	0.0	2	2.4	0	0.0	1	1.38	4	6.75	12	9.3	2	2.25	3	3.24	1	3.32	6	6.36
STnc3530	Kroger	NC_016810.1	1564331	1564503	+	0	0.0	0	0.0	0	0.0	0	0.0	1	2.01	2	2.77	2	3.37	2	1.55	2	2.25	2	2.16	2	6.64	1	1.06
STnc3540	Kroger	NC_016810.1	1605726	1605912	-	7	24.58	31	36.22	6	43.28	22	26.43	14	28.17	8	11.07	11	18.56	11	8.52	20	22.49	33	35.68	4	13.28	22	23.32
STnc1110	Kroger	NC_016810.1	1643464	1643658	+	13	45.65	67	78.28	13	93.77	33	39.64	26	52.32	43	59.52	21	35.43	44	34.09	28	31.48	58	62.71	8	26.55	32	33.93
SL1621	Kroger	NC_016810.1	1739439	1740420	+	0	0.0	3	3.5	1	7.21	1	1.2	4	8.05	2	2.77	1	1.69	10	7.75	2	2.25	6	6.49	1	3.32	1	1.06
STnc2030	Kroger	NC_016810.1	1784672	1784725	+	28	98.32	35	40.89	1	7.21	100	120.12	59	118.74	10	13.84	25	42.18	38	29.44	29	32.61	31	33.52	12	39.83	67	71.03
STnc1270	Kroger	NC_016810.1	1789367	1789691	-	47	165.04	209	244.18	25	180.33	192	230.64	105	211.31	109	150.88	49	82.67	187	144.87	142	159.66	270	291.94	31	102.89	150	159.03
STnc3580	Kroger	NC_016810.1	1798746	1798826	+	0	0.0	2	2.34	0	0.0	2	2.4	1	2.01	1	1.38	2	3.37	6	4.65	2	2.25	0	0.0	1	3.32	4	4.24
STnc3600	Kroger	NC_016810.1	1812120	1812328	+	0	0.0	1	1.17	0	0.0	0	0.0	0	0.0	0	0.0	1	1.69	2	1.55	1	1.12	0	0.0	0	0.0	0	0.0
STnc2040	Kroger	NC_016810.1	1819351	1819414	-	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.06
STnc3610	Kroger	NC_016810.1	1850044	1850400	-	3	10.53	19	22.2	0	0.0	22	26.43	13	26.16	6	8.31	11	18.56	47	36.41	1	1.12	4	4.32	1	3.32	5	5.3
STnc3620	Kroger	NC_016810.1	1866667	1866747	+	0	0.0	0	0.0	0	0.0	0	0.0	1	2.01	2	2.77	2	3.37	4	3.1	0	0.0	1	1.08	0	0.0	0	0.0
STnc3630	Kroger	NC_016810.1	1894038	1894125	+	23	80.76	62	72.44	8	57.71	36	43.24	22	44.27	44	60.9	23	38.8	36	27.89	39	43.85	45	48.66	10	33.19	32	33.93
STnc1130	Kroger	NC_016810.1	1913614	1913755	-	0	0.0	0	0.0	0	0.0	6	7.21	0	0.0	0	0.0	1	1.69	3	2.32	2	2.25	2	2.16	0	0.0	2	2.12
STnc3640	Kroger	NC_016810.1	1915823	1916082	+	0	0.0	2	2.34	0	0.0	0	0.0	0	0.0	1	1.38	0	0.0	0	0.0	1	1.12	1	1.08	0	0.0	1	1.06
STnc1690	Kroger	NC_016810.1	1931454	1931546	+	2	7.02	6	7.01	2	14.43	7	8.41	4	8.05	6	8.31	13	21.93	36	27.89	4	4.5	4	4.32	0	0.0	5	5.3
STnc200	Kroger	NC_016810.1	1937129	1937244	-	0	0.0	6	7.01	0	0.0	14	16.82	4	8.05	6	8.31	13	21.93	27	20.92	9	10.12	6	6.49	2	6.64	13	13.78
STnc2180	Kroger	NC_016810.1	1992862	1992913	-	12	42.14	85	99.31	3	21.64	79	94.9	52	104.65	35	48.45	61	102.92	83	64.3	102	114.68	136	147.05	68	225.68	187	198.26
STnc1280	Kroger	NC_016810.1	2039983	2040056	+	4	14.05	4	4.67	4	28.85	6	7.21	8	16.1	10	13.84	15	25.31	27	20.92	3	3.37	2	2.16	3	9.96	10	10.6
STnc1300	Kroger	NC_016810.1	2071270	2071409	+	50	175.57	134	156.56	46	331.81	39	46.85	56	112.7	70	96.89	14	23.62	35	27.12	70	78.7	112	121.1	13	43.15	76	80.58
STnc1310	Kroger	NC_016810.1	2073264	2073338	+	1	3.51	2	2.34	0	0.0	1	1.2	1	2.01	3	4.15	1	1.69	2	1.55	5	5.62	6	6.49	2	6.64	4	4.24
STnc2050	Kroger	NC_016810.1	2082063	2082105	+	0	0.0	72	84.12	3	21.64	57	68.47	29	58.36	89	123.19	55	92.79	88	68.18	90	101.19	162	175.16	33	109.52	135	143.13
STnc3680	Kroger	NC_016810.1	2088047	2088167	+	1	3.51	17	19.86	1	7.21	1	1.2	8	16.1	17	23.53	2	3.37	8	6.2	6	6.75	18	19.46	4	13.28	19	20.14
STnc1530	Kroger	NC_016810.1	2101639	2101718	+	1	3.51	2	2.34	0	0.0	1	1.2	1	2.01	0	0.0	0	0.0	2	1.55	2	2.25	0	0.0	1	3.32	2	2.12
STnc3700	Kroger	NC_016810.1	2131884	2131995	+	2	7.02	0	0.0	0	0.0	3	3.6	0	0.0	1	1.38	4	6.75	3	2.32	2	2.25	4	4.32	0	0.0	4	4.24
STnc1650	Kroger	NC_016810.1	2132958	2133102	+	1	3.51	2	2.34	0	0.0	7	8.41	2	4.02	5	6.92	5	8.44	4	3.1	1	1.12	8	8.65	3	9.96	7	7.42
STnc1320	Kroger	NC_016810.1	2174385	2174470	+	1	3.51	5	5.84	1	7.21	7	8.41	0	0.0	3	4.15	2	3.37	13	10.07	4	4.5	3	3.24	3	9.96	7	7.42
STnc1150	Kroger	NC_016810.1	2222978	2223134	+	0	0.0	2	2.34	0	0.0	2	2.4	6	12.07	5	6.92	4	6.75	5	3.87	7	7.87	1	1.08	0	0.0	6	6.36
STnc740	Kroger	NC_016810.1	2240282	2240366	-	1	3.51	2	2.34	1	7.21	10	12.01	4	8.05	2	2.77	4	6.75	7	5.42	12	13.49	19	20.54	3	9.96	16	16.96
STnc1890	Kroger	NC_016810.1	2250890	2250938	+	2	7.02	8	9.35	0	0.0	4	4.8	10	20.12	8	11.07	7	11.81	8	6.2	8	8.99	8	8.65	3	9.96	11	11.66
STnc3720	Kroger	NC_016810.1	2264258	2264328	+	0	0.0	1	1.17	0	0.0	3	3.6	0	0.0	1	1.38	0	0.0	2	1.55	0	0.0	5	5.41	2	6.64	1	1.06
STnc1330	Kroger	NC_016810.1	2268273	2268414	+	0	0.0	7	8.18	0	0.0	3	3.6	3	6.04	1	1.38	2	3.37	1	0.77	3	3.37	2	2.16	1	3.32	5	5.3
STnc3010	Kroger	NC_016810.1	2310958	2311126	-	1	3.51	16	18.69	1	7.21	7	8.41	6	12.07	11	15.23	11	18.56	9	6.97	13	14.62	8	8.65	5	16.59	12	12.72
STnc1340	Kroger	NC_016810.1	2319955	2320037	-	1	3.51	3	3.5	0	0.0	14	16.82	12	24.15	2	2.77	4	6.75	5	3.87	4	4.5	2	2.16	2	6.64	5	5.3
STnc1540	Kroger	NC_016810.1	2321041	2321137	-	0	0.0	0	0.0	1	7.21	1	1.2	1	2.01	1	1.38	3	5.06	4	3.1	3	3.37	4	4.32	1	3.32	5	5.3
STnc1550	Kroger	NC_016810.1	2437664	2437806	+	8	28.09	11	12.85	5	36.07	18	21.62	15	30.19	13	17.99	17	28.68	22	17.04	9	10.12	9	9.73	5	16.59	15	15.9
STnc1560	Kroger	NC_016810.1	2449074	2449183	+	7	24.58	35	40.89	4	28.85	40	48.05	31	62.39	21	29.07	28	47.24	50	38.74	57	64.09	44	47.57	25	82.97	66	69.97
STnc3730	Kroger	NC_016810.1	2449086	2449281	-	7	24.58	34	39.72	4	28.85	42	50.45	31	62.39	21	29.07	28	47.24	50	38.74	56	62.96	44	47.57	25	82.97	67	71.03
STnc3740	Kroger	NC_016810.1	2459767	2459846	+	0	0.0	5	5.84	0	0.0	4	4.8	2	4.02	2	2.77	3	5.06	9	6.97	2	2.25	2	2.16	1	3.32	6	6.36
STnc3750	Kroger	NC_016810.1	2503725	2503803	-	3	10.53	13	15.19	0	0.0	7	8.41	4	8.05	15	20.76	2	3.37	15	11.62	4	4.5	7	7.57	3	9.96	3	3.18
tpke70	Kroger	NC_016810.1	2513323	2513722	-	11	38.63	21	24.53	1	7.21	59	70.87	34	68.42	28	38.76	28	47.24	129	99.94	96	107.94	131	141.64	30	99.57	82	86.94
STnc3760	Kroger	NC_016810.1	2515507	2515633	+	0	0.0	16	18.69	0	0.0	11	13.21	16	32.2	10	13.84	6	10.12	14	10.85	8	8.99	19	20.54	3	9.96	10	10.6
STnc2070	Kroger	NC_016810.1	2672468	2672567	-	32	112.37	125	146.04	18	129.84	102	122.53	65	130.81	80	110.74	29	48.93	79	61.2	138	155.16	223	241.12	40	132.76	176	186.6
STnc1380	Kroger	NC_016810.1	2729633	2729701	-	0	0.0	3	3.5	0	0.0	0	0.0	0	0.0	0	0.0	1	1.69	3	2.32	3	3.37	2	2.16	3	9.96	1	1.06
STnc3770	Kroger	NC_016810.1	2743287	2743373	+	0	0.0	8	9.35	0	0.0	1	1.2	0	0.0	5	6.92	1	1.69	2	1.55	1	1.12	2	2.16	0	0.0	2	2.12
STnc1920	Kroger	NC_016810.1	2756548	2756646	+	0	0.0	2	2.34	0	0.0	2	2.4	2	4.02	1	1.38	2	3.37	5	3.87	5	5.62	2	2.16	3	9.96	5	5.3
STnc2080	Kroger	NC_016810.1	2759409	2759518	-	2	7.02	13	15.19	0	0.0	7	8.41	4	8.05	2	2.77	2	3.37	18	13.95	5	5.62	13	14.06	2	6.64	6	6.36
STnc1390	Kroger	NC_016810.1	2767703	2767767	+	1	3.51	1	1.17	0	0.0	1	1.2	2	4.02	4	5.54	2	3.37	2	1.55	2	2.25	4	4.32	1	3.32	3	3.18
STnc1400	Kroger	NC_016810.1	2770950	2771060	-	3	10.53	11	12.85	3	21.64	12	14.41	9	18.11	7	9.69	2	3.37	7	5.42	7	7.87	6	6.49	0	0.0	11	11.66
STnc3160	Kroger	NC_016810.1	2807809	2807900	-	8	28.09	26	30.38	1	7.21	22	26.43	25	50.31	32	44.29	33	55.68	65	50.36	15	16.87	37	40.01	5	16.59	32	33.93
STnc2090	Kroger	NC_016810.1	2808305	2808464	+	9	31.6	21	24.53	2	14.43	45	54.06	34	68.42	19	26.3	43	72.55	80	61.98	44	49.47	31	33.52	2	6.64	26	27.57
STnc3790	Kroger	NC_016810.1	2810662	2810737	+	2	7.02	13	15.19	1	7.21	12	14.41	9	18.11	22	30.45	33	55.68	73	56.56	4	4.5	8	8.65	2	6.64	6	6.36
STnc3800	Kroger	NC_016810.1	2824671	2825000	-	0	0.0	5	5.84	0	0.0	9	10.81	0	0.0	2	2.77	2	3.37	8	6.2	4	4.5	3	3.24	1	3.32	5	5.3
STnc4230	Kroger	NC_016810.1	2831933	2832038	+	2	7.02	8	9.35	1	7.21	12	14.41	9	18.11	12	16.61	20	33.74	45	34.86	3	3.37	4	4.32	7	23.23	13	13.78
STnc3070	Kroger	NC_016810.1	2851165	2851225	-	0	0.0	1	1.17	0	0.0	2	2.4	0	0.0	0	0.0	0	0.0	3	2.32	4	4.5	4	4.32	0	0.0	1	1.06
STnc3080	Kroger	NC_016810.1	2974259	2974404	-	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	0	0.0	1	1.06
STnc4240	Kroger	NC_016810.1	3037100	3037394	+	6	21.07	32	37.39	1	7.21	35	42.04	20	40.25	19	26.3	22	37.12	30	23.24	2	2.25	2	2.16	0	0.0	3	3.18
STnc3020	Kroger	NC_016810.1	3038686	3038786	+	6	21.07	19	22.2	0	0.0	18	21.62	13	26.16	6	8.31	11	18.56	13	10.07	0	0.0	1	1.08	0	0.0	0	0.0
STnc1410	Kroger	NC_016810.1	3048829	3049012	+	1	3.51	3	3.5	0	0.0	10	12.01	1	2.01	2	2.77	6	10.12	4	3.1	0	0.0	0	0.0	1	3.32	1	1.06
SL2908	Kroger	NC_016810.1	3092826	3093306	-	2	7.02	6	7.01	1	7.21	6	7.21	2	4.02	3	4.15	4	6.75	12	9.3	4	4.5	7	7.57	4	13.28	15	15.9
STnc3140	Kroger	NC_016810.1	3109884	3109981	-	0	0.0	7	8.18	0	0.0	4	4.8	2	4.02	3	4.15	1	1.69	4	3.1	1	1.12	1	1.08	1	3.32	11	11.66
STnc3830	Kroger	NC_016810.1	3186445	3186537	-	3	10.53	15	17.52	0	0.0	21	25.23	14	28.17	7	9.69	6	10.12	20	15.49	8	8.99	17	18.38	3	9.96	13	13.78
