lim_idx	lim_name	lim_type	sl1344_idx	sl1344_name	sl1344_locus_tag	match_type
1154	dsdX	mrna	3759	dsdX	SL1344_RS19575	exact_lower
1155	dsdA	mrna	3760	dsdA	SL1344_RS19580	exact_lower
1156	evgL	mrna	-1			none
1157	evgA	mrna	-1			none
1158	evgS	mrna	-1			none
1159	ypdI	mrna	-1			none
1160	lpxP	mrna	2360	lpxP	SL1344_RS12325	exact_lower
1161	ypdK	mrna	2361	ypdK	SL1344_RS27100	exact_lower
1162	pyrS	mrna	-1			none
1163	pyrR	mrna	-1			none
1164	ypdC	mrna	-1			none
1165	yfeO	mrna	-1			none
1166	ypeC	mrna	2367	ypeC	SL1344_RS12355	exact_lower
1167	nupC	mrna	2370	nupC	SL1344_RS12365	exact_lower
1168	insL3	mrna	-1			none
1169	yfeC	mrna	-1			none
1170	yfeD	mrna	-1			none
1171	yfeN	mrna	-1			none
1172	yfeH	mrna	-1			none
1173	cysZ	mrna	2385	cysZ	SL1344_RS12470	exact_lower
1174	cysK	mrna	2386	cysK	SL1344_RS12475	exact_lower
1175	ptsH	mrna	2387	ptsH	SL1344_RS12485	exact_lower
1176	ptsI	mrna	2388	ptsI	SL1344_RS12490	exact_lower
1177	crr	mrna	2389	crr	SL1344_RS12495	exact_lower
1178	yfeK	mrna	-1			none
1179	yfeS	mrna	-1			none
1180	murQ	mrna	2525	murQ	SL1344_RS13175	exact_lower
1181	murP	mrna	-1			none
1182	yfeW	mrna	-1			none
1183	amiA	mrna	2406	amiA	SL1344_RS12580	exact_lower
1184	hemF	mrna	2407	hemF	SL1344_RS12585	exact_lower
1185	intZ	mrna	-1			none
1186	yffL	mrna	-1			none
1187	yffM	mrna	-1			none
1188	yffN	mrna	-1			none
1189	yffO	mrna	-1			none
1190	yffP	mrna	-1			none
1191	yffQ	mrna	-1			none
1192	yffR	mrna	-1			none
1193	yffS	mrna	-1			none
1194	talA	mrna	-1			none
1195	tktB	mrna	-1			none
1196	narQ	mrna	2436	narQ	SL1344_RS12730	exact_lower
1197	acrD	mrna	2437	acrD	SL1344_RS12735	exact_lower
1198	yffB	mrna	-1			none
1199	dapE	mrna	2440	dapE	SL1344_RS12745	exact_lower
1200	ypfN	mrna	-1			none
1201	gcvR	mrna	-1			none
1202	bcp	mrna	2448	bcp	SL1344_RS12785	exact_lower
1203	hyfA	mrna	-1			none
1204	hyfB	mrna	-1			none
1205	hyfC	mrna	-1			none
1206	hyfD	mrna	-1			none
1207	hyfE	mrna	-1			none
1208	hyfF	mrna	-1			none
1209	hyfG	mrna	-1			none
1210	hyfH	mrna	-1			none
1211	hyfI	mrna	-1			none
1212	hyfJ	mrna	-1			none
1213	hyfR	mrna	-1			none
1214	focB	mrna	-1			none
1215	bepA	mrna	2450	bepA	SL1344_RS12800	exact_lower
1216	yfgD	mrna	-1			none
1217	purM	mrna	2455	purM	SL1344_RS12825	exact_lower
1218	purN	mrna	2456	purN	SL1344_RS12830	exact_lower
1219	ppk	mrna	-1			none
1220	ppx	mrna	2458	ppx	SL1344_RS12840	exact_lower
1221	yfgG	mrna	-1			none
1222	yfgH	mrna	-1			none
1223	yfgI	mrna	-1			none
1224	xseA	mrna	2466	xseA	SL1344_RS12880	exact_lower
1225	sseA	mrna	1320	sseA	SL1344_RS06940	exact_lower
1226	timP	mrna	2488	timP	SL1344_RS27845	exact_lower
1227	suhB	mrna	2500	suhB	SL1344_RS13050	exact_lower
1228	yfhR	mrna	-1			none
1229	csiE	mrna	2507	csiE	SL1344_RS13085	exact_lower
1230	hcaE	mrna	-1			none
1231	hcaF	mrna	-1			none
1232	hcaC	mrna	-1			none
1233	hcaB	mrna	-1			none
1234	hcaD	mrna	-1			none
1235	yphA	mrna	-1			none
1236	yphH	mrna	-1			none
1237	hmp	mrna	-1			none
1238	mltF	mrna	2521	mltF	SL1344_RS13155	exact_lower
1239	yfhH	mrna	-1			none
1240	yfhL	mrna	-1			none
1241	nadB	mrna	2602	nadB	SL1344_RS13565	exact_lower
1242	srmB	mrna	2604	srmB	SL1344_RS13575	exact_lower
1243	eamB	mrna	2606	eamB	SL1344_RS13585	exact_lower
1244	ung	mrna	2608	ung	SL1344_RS13595	exact_lower
1245	trxC	mrna	2610	trxC	SL1344_RS13605	exact_lower
1246	tapT	mrna	2611	tapT	SL1344_RS13610	exact_lower
1247	patZ	mrna	-1			none
1248	pssL	mrna	-1			none
1249	pssA	mrna	2613	pssA	SL1344_RS13620	exact_lower
1250	yfiM	mrna	-1			none
1251	yfiS	mrna	-1			none
1252	bamD	mrna	2620	bamD	SL1344_RS13675	exact_lower
1253	raiA	mrna	2621	raiA	SL1344_RS13680	exact_lower
1254	pheL	mrna	2622	pheL	SL1344_RS27140	exact_lower
1255	pheA	mrna	2623	pheA	SL1344_RS13685	exact_lower
1256	yfiL	mrna	-1			none
1257	yfiR	mrna	-1			none
1258	dgcN	mrna	2628	dgcN	SL1344_RS13710	exact_lower
1259	yfiB	mrna	-1			none
1260	ypjD	mrna	-1			none
1261	yfjD	mrna	-1			none
1262	nadK	mrna	2653	nadK	SL1344_RS13830	exact_lower
1263	recN	mrna	2654	recN	SL1344_RS13835	exact_lower
1264	bamE	mrna	2655	bamE	SL1344_RS13840	exact_lower
1265	smpB	mrna	2658	smpB	SL1344_RS13855	exact_lower
1266	intA	mrna	-1			none
1267	alpA	mrna	-1			none
1268	yfjI	mrna	-1			none
1269	yfjJ	mrna	-1			none
1270	rnlA	mrna	-1			none
1271	rnlB	mrna	-1			none
1272	yfjP	mrna	-1			none
1273	yfjQ	mrna	-1			none
1274	yfjR	mrna	-1			none
1275	ypjK	mrna	-1			none
1276	yfjS	mrna	-1			none
1277	yfjT	mrna	-1			none
1278	yfjW	mrna	-1			none
1279	yfjX	mrna	-1			none
1280	yfjY	mrna	-1			none
1281	ypjJ	mrna	-1			none
1282	yfjZ	mrna	-1			none
1283	ypjF	mrna	-1			none
1284	glaH	mrna	2766	glaH	SL1344_RS14440	exact_lower
1285	lhgD	mrna	-1			none
1286	gabD	mrna	2768	gabD	SL1344_RS14450	exact_lower
1287	gabT	mrna	2769	gabT	SL1344_RS14455	exact_lower
1288	gabP	mrna	2770	gabP	SL1344_RS14460	exact_lower
1289	glaR	mrna	-1			none
1290	ygaV	mrna	-1			none
1291	ygaP	mrna	-1			none
1292	alaE	mrna	2778	alaE	SL1344_RS14500	exact_lower
1293	ygaM	mrna	-1			none
1294	nrdH	mrna	2783	nrdH	SL1344_RS14530	exact_lower
1295	nrdI	mrna	2784	nrdI	SL1344_RS14535	exact_lower
1296	nrdE	mrna	2785	nrdE	SL1344_RS14540	exact_lower
1297	nrdF	mrna	2786	nrdF	SL1344_RS14545	exact_lower
1298	proV	mrna	2787	proV	SL1344_RS14550	exact_lower
1299	proW	mrna	2788	proW	SL1344_RS14555	exact_lower
1300	proX	mrna	2789	proX	SL1344_RS14560	exact_lower
1301	ygaZ	mrna	-1			none
1302	ygaH	mrna	-1			none
1303	mprA	mrna	2791	mprA	SL1344_RS14570	exact_lower
1304	emrA	mrna	2792	emrA	SL1344_RS14575	exact_lower
1305	emrB	mrna	2793	emrB	SL1344_RS14580	exact_lower
1306	srlA	mrna	2806	srlA	SL1344_RS14665	exact_lower
1307	srlE	mrna	-1			none
1308	srlB	mrna	2808	srlB	SL1344_RS14675	exact_lower
1309	srlD	mrna	2809	srlD	SL1344_RS14680	exact_lower
1310	gutM	mrna	2810	gutM	SL1344_RS14685	exact_lower
1311	srlR	mrna	2811	srlR	SL1344_RS14695	exact_lower
1312	gutQ	mrna	2812	gutQ	SL1344_RS14700	exact_lower
1313	norV	mrna	2814	norV	SL1344_RS14710	exact_lower
1314	norW	mrna	2815	norW	SL1344_RS14715	exact_lower
1315	ascF	mrna	-1			none
1316	ascB	mrna	-1			none
1317	hypA	mrna	1452	hypA	SL1344_RS07610	exact_lower
1318	hypB	mrna	2829	hypB	SL1344_RS14785	exact_lower
1319	hypC	mrna	1456	hypC	SL1344_RS07630	exact_lower
1320	hypD	mrna	2831	hypD	SL1344_RS14795	exact_lower
1321	hypE	mrna	2832	hypE	SL1344_RS14800	exact_lower
1322	fhlA	mrna	-1			none
1323	mutS	mrna	2882	mutS	SL1344_RS15055	exact_lower
1324	pphB	mrna	2880	pphB	SL1344_RS15045	exact_lower
1325	ygbJ	mrna	-1			none
1326	ygbK	mrna	-1			none
1327	ygbL	mrna	-1			none
1328	ygbM	mrna	-1			none
1329	ygbN	mrna	-1			none
1330	iap	mrna	-1			none
1331	queD	mrna	2923	queD	SL1344_RS15255	exact_lower
1332	ygcN	mrna	-1			none
1333	ygcO	mrna	-1			none
1334	ygcP	mrna	-1			none
1335	yqcE	mrna	-1			none
1336	ygcE	mrna	-1			none
1337	ygcG	mrna	-1			none
1338	barA	mrna	2933	barA	SL1344_RS15305	exact_lower
1339	queF	mrna	2943	queF	SL1344_RS15355	exact_lower
1340	ppnN	mrna	2944	ppnN	SL1344_RS15360	exact_lower
1341	sdaC	mrna	2945	sdaC	SL1344_RS15365	exact_lower
1342	sdaB	mrna	2946	sdaB	SL1344_RS15370	exact_lower
1343	ygdG	mrna	-1			none
1344	fucP	mrna	2950	fucP	SL1344_RS15390	exact_lower
1345	fucI	mrna	2951	fucI	SL1344_RS15395	exact_lower
1346	fucK	mrna	2952	fucK	SL1344_RS15400	exact_lower
1347	fucU	mrna	2953	fucU	SL1344_RS15405	exact_lower
1348	fucR	mrna	2954	fucR	SL1344_RS15410	exact_lower
1349	csdA	mrna	2959	csdA	SL1344_RS15435	exact_lower
1350	csdE	mrna	2960	csdE	SL1344_RS15440	exact_lower
1351	argA	mrna	2965	argA	SL1344_RS15475	exact_lower
1352	mutH	mrna	2978	mutH	SL1344_RS15550	exact_lower
1353	ygdQ	mrna	-1			none
1354	ygdR	mrna	-1			none
1355	tas	mrna	-1			none
1356	galR	mrna	2984	galR	SL1344_RS15580	exact_lower
1357	lysR	mrna	-1			none
1358	yqeG	mrna	-1			none
1359	yqeH	mrna	-1			none
1360	yqeI	mrna	-1			none
1361	yqeJ	mrna	-1			none
1362	ygeG	mrna	-1			none
1363	ygeH	mrna	-1			none
1364	ygeI	mrna	-1			none
1365	xdhA	mrna	-1			none
1366	xdhB	mrna	-1			none
1367	xdhC	mrna	-1			none
1368	ygeW	mrna	-1			none
1369	ygeX	mrna	-1			none
1370	ygeY	mrna	-1			none
1371	hyuA	mrna	-1			none
1372	yqeA	mrna	-1			none
1373	mocA	mrna	-1			none
1374	ygfK	mrna	-1			none
1375	ssnA	mrna	-1			none
1376	ygfM	mrna	-1			none
1377	xdhD	mrna	-1			none
1378	xanQ	mrna	-1			none
1379	guaD	mrna	-1			none
1380	ghxQ	mrna	-1			none
1381	uacT	mrna	-1			none
1382	yqfG	mrna	-1			none
1383	idi	mrna	3011	idi	SL1344_RS15720	exact_lower
1384	fldB	mrna	3017	fldB	SL1344_RS15750	exact_lower
1385	ygfZ	mrna	3020	ygfZ	SL1344_RS15770	exact_lower
1386	bglA	mrna	3023	bglA	SL1344_RS15785	exact_lower
1387	yqfI	mrna	-1			none
1388	zapA	mrna	3032	zapA	SL1344_RS15830	exact_lower
1389	fau	mrna	-1			none
1390	argP	mrna	3036	argP	SL1344_RS15850	exact_lower
1391	scpA	mrna	-1			none
1392	argK	mrna	-1			none
1393	scpB	mrna	-1			none
1394	scpC	mrna	-1			none
1395	loiP	mrna	-1			none
1396	yqgC	mrna	-1			none
1397	metK	mrna	3063	metK	SL1344_RS15985	exact_lower
1398	galP	mrna	3064	galP	SL1344_RS15990	exact_lower
1399	yggI	mrna	-1			none
1400	endA	mrna	3066	endA	SL1344_RS16000	exact_lower
1401	rsmE	mrna	3067	rsmE	SL1344_RS16005	exact_lower
1402	gshB	mrna	3068	gshB	SL1344_RS16010	exact_lower
1403	yqgE	mrna	-1			none
1404	yqgF	mrna	-1			none
1405	yggS	mrna	-1			none
1406	yggT	mrna	-1			none
1407	yggU	mrna	3075	yggU	SL1344_RS16045	exact_lower
1408	rdgB	mrna	-1			none
1409	hemW	mrna	3077	hemW	SL1344_RS16055	exact_lower
1410	mutY	mrna	3083	mutY	SL1344_RS16085	exact_lower
1411	yggX	mrna	-1			none
1412	mltC	mrna	3085	mltC	SL1344_RS16095	exact_lower
1413	nupG	mrna	-1			none
1414	yqgA	mrna	-1			none
1415	yqhJ	mrna	-1			none
1416	glcC	mrna	-1			none
1417	insH9	mrna	-1			none
1418	yghT	mrna	-1			none
1419	yghU	mrna	3112	yghU	SL1344_RS16240	exact_lower
1420	gpr	mrna	-1			none
1421	yghA	mrna	-1			none
1422	metC	mrna	3132	metC	SL1344_RS16345	exact_lower
1423	yghB	mrna	3133	yghB	SL1344_RS16350	exact_lower
1424	yqhD	mrna	3135	yqhD	SL1344_RS16360	exact_lower
1425	dkgA	mrna	3136	dkgA	SL1344_RS16365	exact_lower
1426	yqhG	mrna	-1			none
1427	yqhH	mrna	-1			none
1428	qseB	mrna	3148	qseB	SL1344_RS16430	exact_lower
1429	qseC	mrna	3149	qseC	SL1344_RS16435	exact_lower
1430	mdaB	mrna	-1			none
1431	ygiN	mrna	-1			none
1432	tolC	mrna	3157	tolC	SL1344_RS16475	exact_lower
1433	ygiB	mrna	-1			none
1434	ygiC	mrna	-1			none
1435	zupT	mrna	3161	zupT	SL1344_RS16495	exact_lower
1436	ubiK	mrna	3167	ubiK	SL1344_RS16525	exact_lower
1437	ygiL	mrna	-1			none
1438	insC5	mrna	-1			none
1439	insD5	mrna	-1			none
1440	yqiH	mrna	-1			none
1441	yqiI	mrna	-1			none
1442	yqiJ	mrna	-1			none
1443	yqiK	mrna	-1			none
1444	ygiM	mrna	-1			none
1445	cca	mrna	-1			none
1446	plsY	mrna	3179	plsY	SL1344_RS16580	exact_lower
1447	ttdA	mrna	3326	ttdA	SL1344_RS17330	exact_lower
1448	ttdB	mrna	3325	ttdB	SL1344_RS17325	exact_lower
1449	ttdT	mrna	-1			none
1450	rpsU	mrna	3182	rpsU	SL1344_RS16590	exact_lower
1451	dnaG	mrna	3183	dnaG	SL1344_RS16595	exact_lower
1452	rpoD	mrna	3184	rpoD	SL1344_RS16600	exact_lower
1453	nfeR	mrna	-1			none
1454	patA	mrna	-1			none
1455	ebgR	mrna	-1			none
1456	ebgA	mrna	-1			none
1457	ebgC	mrna	-1			none
1458	ygjI	mrna	-1			none
1459	ygjJ	mrna	-1			none
1460	ygjK	mrna	-1			none
1461	fadH	mrna	-1			none
1462	ygjP	mrna	-1			none
1463	ygjQ	mrna	-1			none
1464	ygjR	mrna	-1			none
1465	alx	mrna	-1			none
1466	sstT	mrna	3197	sstT	SL1344_RS16670	exact_lower
1467	exuT	mrna	-1			none
1468	exuR	mrna	-1			none
1469	yqiM	mrna	-1			none
1470	yqjA	mrna	3198	yqjA	SL1344_RS16675	exact_lower
1471	mzrA	mrna	3199	mzrA	SL1344_RS16680	exact_lower
1472	yqjC	mrna	-1			none
1473	yqjD	mrna	-1			none
1474	yqjE	mrna	-1			none
1475	yqjK	mrna	-1			none
1476	yqjF	mrna	-1			none
1477	yqjG	mrna	-1			none
1478	yhaH	mrna	-1			none
1479	yhaI	mrna	-1			none
1480	yhaK	mrna	-1			none
1481	yhaL	mrna	-1			none
1482	yhaB	mrna	-1			none
1483	yhaC	mrna	-1			none
1484	garD	mrna	3221	garD	SL1344_RS16790	exact_lower
1485	prlF	mrna	-1			none
1486	yhaV	mrna	-1			none
1487	kbaZ	mrna	-1			none
1488	agaV	mrna	-1			none
1489	agaS	mrna	-1			none
1490	kbaY	mrna	-1			none
1491	agaB	mrna	-1			none
1492	agaC	mrna	-1			none
1493	agaD	mrna	-1			none
1494	agaI	mrna	-1			none
1495	yraH	mrna	-1			none
1496	yraI	mrna	-1			none
1497	yraJ	mrna	-1			none
1498	yraK	mrna	-1			none
1499	lpoA	mrna	-1			none
1500	yraN	mrna	-1			none
1501	diaA	mrna	3237	diaA	SL1344_RS16870	exact_lower
1502	dolP	mrna	3238	dolP	SL1344_RS16875	exact_lower
1503	yhbO	mrna	3240	yhbO	SL1344_RS16885	exact_lower
1504	yhbQ	mrna	-1			none
1505	ubiU	mrna	3245	ubiU	SL1344_RS16910	exact_lower
1506	ubiV	mrna	-1			none
1507	yhbW	mrna	-1			none
1508	argG	mrna	3261	argG	SL1344_RS16990	exact_lower
1509	yhbY	mrna	3269	yhbY	SL1344_RS17035	exact_lower
1510	dacB	mrna	3271	dacB	SL1344_RS17050	exact_lower
1511	ispB	mrna	3276	ispB	SL1344_RS17075	exact_lower
1512	sfsB	mrna	3277	sfsB	SL1344_RS17080	exact_lower
1513	yrbG	mrna	-1			none
1514	kdsD	mrna	3286	kdsD	SL1344_RS17125	exact_lower
1515	kdsC	mrna	3287	kdsC	SL1344_RS17130	exact_lower
1516	lptC	mrna	3288	lptC	SL1344_RS17135	exact_lower
1517	lptA	mrna	3289	lptA	SL1344_RS17140	exact_lower
1518	lptB	mrna	3290	lptB	SL1344_RS17145	exact_lower
1519	rpoN	mrna	3291	rpoN	SL1344_RS17150	exact_lower
1520	hpf	mrna	3292	hpf	SL1344_RS17155	exact_lower
1521	ptsN	mrna	3293	ptsN	SL1344_RS17160	exact_lower
1522	rapZ	mrna	3294	rapZ	SL1344_RS17165	exact_lower
1523	npr	mrna	3295	npr	SL1344_RS17170	exact_lower
1524	yrbL	mrna	3296	yrbL	SL1344_RS17175	exact_lower
1525	gltB	mrna	3301	gltB	SL1344_RS17205	exact_lower
1526	gltD	mrna	3302	gltD	SL1344_RS17210	exact_lower
1527	gltF	mrna	-1			none
1528	yhcA	mrna	-1			none
1529	yhcD	mrna	-1			none
1530	yhcF	mrna	-1			none
1531	yhcG	mrna	-1			none
1532	dcuD	mrna	-1			none
1533	zapG	mrna	3318	zapG	SL1344_RS17290	exact_lower
1534	degQ	mrna	3319	degQ	SL1344_RS17295	exact_lower
1535	degS	mrna	3320	degS	SL1344_RS17300	exact_lower
1536	argR	mrna	3331	argR	SL1344_RS17355	exact_lower
1537	yhcN	mrna	3332	yhcN	SL1344_RS17360	exact_lower
1538	aaeR	mrna	3338	aaeR	SL1344_RS17390	exact_lower
1539	yhdH	mrna	-1			none
1540	accB	mrna	3350	accB	SL1344_RS17455	exact_lower
1541	accC	mrna	3351	accC	SL1344_RS17460	exact_lower
1542	yhdT	mrna	-1			none
1543	panF	mrna	3353	panF	SL1344_RS17470	exact_lower
1544	prmA	mrna	3354	prmA	SL1344_RS17475	exact_lower
1545	dusB	mrna	3355	dusB	SL1344_RS17480	exact_lower
1546	fis	mrna	3356	fis	SL1344_RS17485	exact_lower
1547	yhdJ	mrna	3357	yhdJ	SL1344_RS17490	exact_lower
1548	yhdU	mrna	-1			none
1549	acrE	mrna	-1			none
1550	acrF	mrna	-1			none
1551	yhdV	mrna	-1			none
1552	yhdX	mrna	-1			none
1553	yhdY	mrna	-1			none
1554	yhdZ	mrna	-1			none
1555	yrdA	mrna	-1			none
1556	def	mrna	3372	def	SL1344_RS17590	exact_lower
1557	fmt	mrna	3373	fmt	SL1344_RS17595	exact_lower
1558	rsmB	mrna	3374	rsmB	SL1344_RS17600	exact_lower
1559	trkA	mrna	3375	trkA	SL1344_RS17605	exact_lower
1560	mscL	mrna	3376	mscL	SL1344_RS17610	exact_lower
1561	gspC	mrna	-1			none
1562	gspD	mrna	-1			none
1563	gspE	mrna	141	gspE	SL1344_RS00730	exact_lower
1564	gspF	mrna	-1			none
1565	gspG	mrna	-1			none
1566	gspH	mrna	-1			none
1567	gspI	mrna	-1			none
1568	gspJ	mrna	-1			none
1569	gspK	mrna	-1			none
1570	gspL	mrna	-1			none
1571	gspM	mrna	-1			none
1572	gspO	mrna	-1			none
1573	slyX	mrna	-1			none
1574	yheS	mrna	-1			none
1575	yheT	mrna	-1			none
1576	yheU	mrna	-1			none
1577	prkB	mrna	-1			none
1578	crp	mrna	3431	crp	SL1344_RS17890	exact_lower
1579	yhfK	mrna	-1			none
1580	tsgA	mrna	3438	tsgA	SL1344_RS17925	exact_lower
1581	nirB	mrna	3439	nirB	SL1344_RS17930	exact_lower
1582	nirD	mrna	3440	nirD	SL1344_RS17935	exact_lower
1583	nirC	mrna	3441	nirC	SL1344_RS17940	exact_lower
1584	cysG	mrna	3442	cysG	SL1344_RS17945	exact_lower
1585	yhfL	mrna	-1			none
1586	frlA	mrna	-1			none
1587	frlB	mrna	-1			none
1588	frlC	mrna	-1			none
1589	frlD	mrna	-1			none
1590	frlR	mrna	-1			none
1591	mrcA	mrna	3458	mrcA	SL1344_RS18025	exact_lower
1592	igaA	mrna	3460	igaA	SL1344_RS18035	exact_lower
1593	yrfG	mrna	3461	yrfG	SL1344_RS18040	exact_lower
1594	hslR	mrna	3462	hslR	SL1344_RS18045	exact_lower
1595	hslO	mrna	3463	hslO	SL1344_RS18050	exact_lower
1596	pck	mrna	-1			none
1597	greB	mrna	3468	greB	SL1344_RS18075	exact_lower
1598	yhgF	mrna	-1			none
1599	feoA	mrna	3470	feoA	SL1344_RS18085	exact_lower
1600	feoB	mrna	3471	feoB	SL1344_RS18090	exact_lower
1601	feoC	mrna	3472	feoC	SL1344_RS18095	exact_lower
1602	rpnA	mrna	-1			none
1603	yhgH	mrna	-1			none
1604	nfuA	mrna	3476	nfuA	SL1344_RS18115	exact_lower
1605	gntT	mrna	3477	gntT	SL1344_RS18120	exact_lower
1606	malT	mrna	3480	malT	SL1344_RS18135	exact_lower
1607	rtcR	mrna	3486	rtcR	SL1344_RS18165	exact_lower
1608	glpD	mrna	3489	glpD	SL1344_RS18185	exact_lower
1609	yhgN	mrna	-1			none
1610	yhhY	mrna	3509	yhhY	SL1344_RS18280	exact_lower
1611	yhhZ	mrna	-1			none
1612	insA6	mrna	-1			none
1613	insB6	mrna	-1			none
1614	yrhB	mrna	-1			none
1615	yhhA	mrna	-1			none
1616	panZ	mrna	-1			none
1617	rsmD	mrna	3535	rsmD	SL1344_RS18410	exact_lower
1618	yhhL	mrna	-1			none
1619	yhhN	mrna	-1			none
1620	zntA	mrna	3539	zntA	SL1344_RS18430	exact_lower
1621	yhhQ	mrna	-1			none
1622	dcrB	mrna	-1			none
1623	yhhT	mrna	-1			none
1624	acpT	mrna	3546	acpT	SL1344_RS18465	exact_lower
1625	nikA	mrna	-1			none
1626	nikB	mrna	4561	nikB	SL1344_RS24440	exact_lower
1627	nikC	mrna	-1			none
1628	nikD	mrna	-1			none
1629	nikE	mrna	-1			none
1630	nikR	mrna	3547	nikR	SL1344_RS18470	exact_lower
1631	rhsB	mrna	-1			none
1632	yhhH	mrna	-1			none
1633	yhhI	mrna	-1			none
1634	yhiM	mrna	-1			none
1635	pitA	mrna	3552	pitA	SL1344_RS18495	exact_lower
1636	uspA	mrna	3554	uspA	SL1344_RS18505	exact_lower
1637	dtpB	mrna	3555	dtpB	SL1344_RS18510	exact_lower
1638	rlmJ	mrna	-1			none
1639	gor	mrna	-1			none
1640	arsR	mrna	-1			none
1641	arsB	mrna	-1			none
1642	arsC	mrna	2451	arsC	SL1344_RS12805	exact_lower
1643	slp	mrna	-1			none
1644	dctR	mrna	-1			none
1645	hdeD	mrna	-1			none
1646	gadE	mrna	-1			none
1647	mdtE	mrna	-1			none
1648	mdtF	mrna	-1			none
1649	treF	mrna	-1			none
1650	rcdB	mrna	-1			none
1651	yhjD	mrna	3571	yhjD	SL1344_RS18590	exact_lower
1652	yhjE	mrna	-1			none
1653	kdgK	mrna	-1			none
1654	bcsE	mrna	3585	bcsE	SL1344_RS18660	exact_lower
1655	bcsF	mrna	3586	bcsF	SL1344_RS18665	exact_lower
1656	bcsG	mrna	3587	bcsG	SL1344_RS18670	exact_lower
1657	yhjV	mrna	-1			none
1658	tag	mrna	3604	tag	SL1344_RS18775	exact_lower
1659	yiaC	mrna	-1			none
1660	yiaD	mrna	-1			none
1661	ghrB	mrna	3608	ghrB	SL1344_RS18795	exact_lower
1662	yiaG	mrna	-1			none
1663	cspA	mrna	3611	cspA	SL1344_RS18810	exact_lower
1664	ysaE	mrna	-1			none
1665	insJ	mrna	-1			none
1666	insK	mrna	-1			none
1667	wecH	mrna	-1			none
1668	xylF	mrna	-1			none
1669	xylG	mrna	-1			none
1670	xylH	mrna	-1			none
1671	xylR	mrna	3623	xylR	SL1344_RS18870	exact_lower
1672	malS	mrna	-1			none
1673	avtA	mrna	3626	avtA	SL1344_RS18890	exact_lower
1674	yiaK	mrna	3629	yiaK	SL1344_RS18905	exact_lower
1675	yiaL	mrna	-1			none
1676	yiaM	mrna	3632	yiaM	SL1344_RS18920	exact_lower
1677	yiaN	mrna	3633	yiaN	SL1344_RS18925	exact_lower
1678	yiaO	mrna	3634	yiaO	SL1344_RS18930	exact_lower
1679	lyxK	mrna	-1			none
1680	sgbH	mrna	-1			none
1681	sgbU	mrna	-1			none
1682	sgbE	mrna	-1			none
1683	yiaU	mrna	-1			none
1684	rhsA	mrna	-1			none
1685	yibA	mrna	-1			none
1686	yibG	mrna	-1			none
1687	yibV	mrna	-1			none
1688	mtlA	mrna	3646	mtlA	SL1344_RS18990	exact_lower
1689	mtlD	mrna	3647	mtlD	SL1344_RS18995	exact_lower
1690	mtlR	mrna	3648	mtlR	SL1344_RS19000	exact_lower
1691	yibL	mrna	-1			none
1692	lldP	mrna	3653	lldP	SL1344_RS19025	exact_lower
1693	lldR	mrna	3654	lldR	SL1344_RS19030	exact_lower
1694	lldD	mrna	3655	lldD	SL1344_RS19035	exact_lower
1695	trmL	mrna	3656	trmL	SL1344_RS19040	exact_lower
1696	gpmM	mrna	3664	gpmM	SL1344_RS19085	exact_lower
1697	envC	mrna	3665	envC	SL1344_RS19090	exact_lower
1698	yibQ	mrna	-1			none
1699	rfaD	mrna	3670	rfaD	SL1344_RS19115	exact_lower
1700	waaF	mrna	-1			none
1701	waaC	mrna	-1			none
1702	waaL	mrna	-1			none
1703	waaA	mrna	3683	waaA	SL1344_RS19185	exact_lower
1704	coaD	mrna	3684	coaD	SL1344_RS19190	exact_lower
1705	dfp	mrna	-1			none
1706	dut	mrna	3690	dut	SL1344_RS19220	exact_lower
1707	slmA	mrna	3691	slmA	SL1344_RS19225	exact_lower
1708	yicC	mrna	-1			none
1709	dinD	mrna	-1			none
1710	yicG	mrna	-1			none
1711	gmk	mrna	3699	gmk	SL1344_RS19265	exact_lower
1712	rpoZ	mrna	3700	rpoZ	SL1344_RS19270	exact_lower
1713	spoT	mrna	3701	spoT	SL1344_RS19275	exact_lower
1714	trmH	mrna	3702	trmH	SL1344_RS19280	exact_lower
1715	recG	mrna	3703	recG	SL1344_RS19285	exact_lower
1716	xanP	mrna	3706	xanP	SL1344_RS19300	exact_lower
1717	yicH	mrna	-1			none
1718	setC	mrna	-1			none
1719	yicL	mrna	-1			none
1720	yicS	mrna	-1			none
1721	adeD	mrna	-1			none
1722	tisB	mrna	3755	tisB	SL1344_RS19550	exact_lower
1723	emrD	mrna	3756	emrD	SL1344_RS19560	exact_lower
1724	yidI	mrna	-1			none
1725	yidL	mrna	-1			none
1726	yidP	mrna	-1			none
1727	yidQ	mrna	-1			none
1728	cbrA	mrna	-1			none
1729	yidX	mrna	-1			none
1730	ysdD	mrna	-1			none
1731	rpmH	mrna	3798	rpmH	SL1344_RS19765	exact_lower
1732	rnpA	mrna	3799	rnpA	SL1344_RS19770	exact_lower
1733	yidD	mrna	3800	yidD	SL1344_RS19775	exact_lower
1734	yidC	mrna	3801	yidC	SL1344_RS19780	exact_lower
1735	mnmE	mrna	3802	mnmE	SL1344_RS19785	exact_lower
1736	tnaC	mrna	-1			none
1737	tnaA	mrna	-1			none
1738	tnaB	mrna	-1			none
1739	mdtL	mrna	-1			none
1740	yidZ	mrna	3806	yidZ	SL1344_RS19815	exact_lower
