idx	name	locus_tag	type	start	end	strand
2600	rpoE	SL1344_RS13560	mrna	2779841	2780416	-
2601	rseD	SL1344_RS27400	mrna	2780413	2780577	-
2602	nadB	SL1344_RS13565	mrna	2780841	2782463	+
2603	trmN	SL1344_RS13570	mrna	2782448	2783185	-
2604	srmB	SL1344_RS13575	mrna	2783316	2784650	+
2605	SL1344_RS13580	SL1344_RS13580	mrna	2784668	2785567	-
2606	eamB	SL1344_RS13585	mrna	2785670	2786257	+
2607	grcA	SL1344_RS13590	mrna	2786319	2786702	-
2608	ung	SL1344_RS13595	mrna	2787021	2787710	+
2609	SL1344_RS13600	SL1344_RS13600	mrna	2787826	2788863	-
2610	trxC	SL1344_RS13605	mrna	2789067	2789486	+
2611	tapT	SL1344_RS13610	mrna	2789559	2790239	+
2612	pat	SL1344_RS13615	mrna	2790293	2792953	+
2613	pssA	SL1344_RS13620	mrna	2793068	2794423	+
2614	SL1344_RS13625	SL1344_RS13625	mrna	2794468	2794791	+
2615	SL1344_RS13630	SL1344_RS13630	mrna	2794788	2796089	-
2616	SL1344_RS13635	SL1344_RS13635	mrna	2796193	2796648	-
2617	clpB	SL1344_RS13660	mrna	2802529	2805102	-
2618	yfiH	SL1344_RS13665	mrna	2805232	2805963	-
2619	rluD	SL1344_RS13670	mrna	2805960	2806940	-
2620	bamD	SL1344_RS13675	mrna	2807072	2807809	+
2621	raiA	SL1344_RS13680	mrna	2808081	2808419	+
2622	pheL	SL1344_RS27140	mrna	2808523	2808570	+
2623	pheA	SL1344_RS13685	mrna	2808670	2809830	+
2624	SL1344_RS13690	SL1344_RS13690	mrna	2809791	2810699	-
2625	tyrA	SL1344_RS13695	mrna	2810757	2811878	-
2626	aroF	SL1344_RS13700	mrna	2811888	2812958	-
2627	SL1344_RS13705	SL1344_RS13705	mrna	2813398	2813916	+
2628	dgcN	SL1344_RS13710	mrna	2813909	2815129	+
2629	SL1344_RS13715	SL1344_RS13715	mrna	2815382	2816431	-
2630	SL1344_RS13720	SL1344_RS13720	mrna	2816456	2816794	-
2631	SL1344_RS13725	SL1344_RS13725	mrna	2816803	2817648	-
2632	SL1344_RS13730	SL1344_RS13730	mrna	2817762	2818115	+
2633	SL1344_RS13735	SL1344_RS13735	mrna	2818166	2818675	+
2634	SL1344_RS25725	SL1344_RS25725	mrna	2818683	2818883	+
2635	SL1344_RS13745	SL1344_RS13745	mrna	2818847	2819185	+
2636	SL1344_RS13750	SL1344_RS13750	mrna	2819253	2819480	+
2637	SL1344_RS13755	SL1344_RS13755	mrna	2819480	2819704	+
2638	SL1344_RS27405	SL1344_RS27405	mrna	2819726	2820319	-
2639	SL1344_RS13765	SL1344_RS13765	mrna	2820345	2823074	+
2640	SL1344_RS13770	SL1344_RS13770	mrna	2823088	2823573	+
2641	SL1344_RS13775	SL1344_RS13775	mrna	2823570	2824736	+
2642	SL1344_RS13780	SL1344_RS13780	mrna	2824931	2825620	+
2643	SL1344_RS25730	SL1344_RS25730	mrna	2825697	2825915	+
2644	rplS	SL1344_RS13785	mrna	2826061	2826408	-
2645	trmD	SL1344_RS13790	mrna	2826449	2827216	-
2646	rimM	SL1344_RS13795	mrna	2827261	2827809	-
2647	rpsP	SL1344_RS13800	mrna	2827828	2828076	-
2648	ffh	SL1344_RS13805	mrna	2828390	2829751	-
2649	SL1344_RS13810	SL1344_RS13810	mrna	2829917	2830708	+
2650	SL1344_RS13815	SL1344_RS13815	mrna	2830728	2832014	+
2651	SL1344_RS13820	SL1344_RS13820	mrna	2832135	2832740	+
2652	grpE	SL1344_RS13825	mrna	2832775	2833365	-
2653	nadK	SL1344_RS13830	mrna	2833488	2834366	+
2654	recN	SL1344_RS13835	mrna	2834452	2836113	+
2655	bamE	SL1344_RS13840	mrna	2836262	2836600	+
2656	SL1344_RS13845	SL1344_RS13845	mrna	2836766	2837056	-
2657	SL1344_RS13850	SL1344_RS13850	mrna	2837046	2837483	-
2658	smpB	SL1344_RS13855	mrna	2837672	2838154	+
2659	bapA	SL1344_RS13860	mrna	2838768	2850242	+
2660	SL1344_RS13865	SL1344_RS13865	mrna	2850307	2851716	+
2661	SL1344_RS13870	SL1344_RS13870	mrna	2851713	2853893	+
2662	SL1344_RS13875	SL1344_RS13875	mrna	2853901	2855064	+
2663	SL1344_RS13880	SL1344_RS13880	mrna	2855616	2855834	-
2664	SL1344_RS13885	SL1344_RS13885	mrna	2855903	2857003	-
2665	SL1344_RS13890	SL1344_RS13890	mrna	2857000	2857485	-
2666	SL1344_RS13895	SL1344_RS13895	mrna	2857482	2860289	-
2667	SL1344_RS13900	SL1344_RS13900	mrna	2860282	2860401	-
2668	SL1344_RS13905	SL1344_RS13905	mrna	2860416	2860718	-
2669	SL1344_RS13910	SL1344_RS13910	mrna	2860773	2861288	-
2670	SL1344_RS13915	SL1344_RS13915	mrna	2861298	2862470	-
2671	sopE	SL1344_RS13925	mrna	2863004	2863726	+
2672	SL1344_RS13930	SL1344_RS13930	mrna	2863923	2864330	-
2673	SL1344_RS13935	SL1344_RS13935	mrna	2864337	2865956	-
2674	SL1344_RS13940	SL1344_RS13940	mrna	2865953	2866558	-
2675	SL1344_RS13945	SL1344_RS13945	mrna	2866551	2867459	-
2676	SL1344_RS13950	SL1344_RS13950	mrna	2867446	2867805	-
2677	SL1344_RS13955	SL1344_RS13955	mrna	2867802	2868380	-
2678	SL1344_RS13960	SL1344_RS13960	mrna	2868449	2868895	-
2679	SL1344_RS13965	SL1344_RS13965	mrna	2868888	2869319	-
2680	lysC	SL1344_RS27735	mrna	2869282	2869530	-
2681	lysB	SL1344_RS13970	mrna	2869415	2869843	-
2682	SL1344_RS13975	SL1344_RS13975	mrna	2869840	2870214	-
2683	SL1344_RS13980	SL1344_RS13980	mrna	2870219	2870728	-
2684	SL1344_RS13985	SL1344_RS13985	mrna	2870709	2870924	-
2685	SL1344_RS13990	SL1344_RS13990	mrna	2870928	2871131	-
2686	SL1344_RS13995	SL1344_RS13995	mrna	2871131	2871595	-
2687	gpM	SL1344_RS14000	mrna	2871689	2872342	-
2688	SL1344_RS14005	SL1344_RS14005	mrna	2872346	2873428	-
2689	SL1344_RS14010	SL1344_RS14010	mrna	2873445	2874278	-
2690	SL1344_RS14015	SL1344_RS14015	mrna	2874421	2876187	+
2691	SL1344_RS14020	SL1344_RS14020	mrna	2876187	2877218	+
2692	SL1344_RS14025	SL1344_RS14025	mrna	2877245	2878222	-
2693	SL1344_RS14030	SL1344_RS14030	mrna	2878212	2878793	-
2694	SL1344_RS14040	SL1344_RS14040	mrna	2879070	2879447	-
2695	SL1344_RS14045	SL1344_RS14045	mrna	2879425	2880480	-
2696	SL1344_RS14050	SL1344_RS14050	mrna	2880640	2880873	-
2697	SL1344_RS14055	SL1344_RS14055	mrna	2880885	2881073	-
2698	SL1344_RS14065	SL1344_RS14065	mrna	2883631	2884488	-
2699	SL1344_RS14070	SL1344_RS14070	mrna	2884485	2884712	-
2700	SL1344_RS14075	SL1344_RS14075	mrna	2884712	2884939	-
2701	SL1344_RS14080	SL1344_RS14080	mrna	2885007	2885348	-
2702	SL1344_RS25740	SL1344_RS25740	mrna	2885312	2885506	-
2703	SL1344_RS14085	SL1344_RS14085	mrna	2885591	2885866	+
2704	SL1344_RS14090	SL1344_RS14090	mrna	2885953	2886462	-
2705	SL1344_RS14095	SL1344_RS14095	mrna	2886495	2886743	-
2706	SL1344_RS14100	SL1344_RS14100	mrna	2886863	2887495	+
2707	SL1344_RS14105	SL1344_RS14105	mrna	2887497	2888522	+
2708	SL1344_RS14110	SL1344_RS14110	mrna	2888519	2889730	+
2709	SL1344_RS14115	SL1344_RS14115	mrna	2890073	2891269	+
2710	SL1344_RS14120	SL1344_RS14120	mrna	2891273	2892970	-
2711	SL1344_RS14125	SL1344_RS14125	mrna	2892957	2893190	-
2712	SL1344_RS14130	SL1344_RS14130	mrna	2893177	2893725	-
2713	SL1344_RS14135	SL1344_RS14135	mrna	2893728	2893988	-
2714	SL1344_RS14140	SL1344_RS14140	mrna	2894442	2895008	-
2715	SL1344_RS14145	SL1344_RS14145	mrna	2895025	2895267	-
2716	SL1344_RS14150	SL1344_RS14150	mrna	2895264	2896001	-
2717	SL1344_RS14155	SL1344_RS14155	mrna	2896539	2896805	+
2718	SL1344_RS24860	SL1344_RS24860	mrna	2896802	2897353	+
2719	SL1344_RS14165	SL1344_RS14165	mrna	2897350	2897577	+
2720	SL1344_RS14170	SL1344_RS14170	mrna	2897574	2897894	+
2721	SL1344_RS14175	SL1344_RS14175	mrna	2897909	2900242	+
2722	SL1344_RS14190	SL1344_RS14190	mrna	2901981	2902619	+
2723	SL1344_RS14195	SL1344_RS14195	mrna	2903009	2904202	+
2724	SL1344_RS14200	SL1344_RS14200	mrna	2904537	2905364	-
2725	SL1344_RS14205	SL1344_RS14205	mrna	2905815	2906030	+
2726	SL1344_RS14210	SL1344_RS14210	mrna	2906066	2908135	+
2727	SL1344_RS14215	SL1344_RS14215	mrna	2908638	2909921	+
2728	SL1344_RS14220	SL1344_RS14220	mrna	2909966	2910784	+
2729	SL1344_RS14225	SL1344_RS14225	mrna	2910939	2911295	-
2730	SL1344_RS14230	SL1344_RS14230	mrna	2911390	2911674	+
2731	SL1344_RS14235	SL1344_RS14235	mrna	2911787	2912308	+
2732	SL1344_RS14240	SL1344_RS14240	mrna	2912305	2912679	+
2733	SL1344_RS14245	SL1344_RS14245	mrna	2912676	2913656	+
2734	SL1344_RS14250	SL1344_RS14250	mrna	2913667	2914680	+
2735	SL1344_RS14255	SL1344_RS14255	mrna	2914975	2916177	+
2736	hxlA	SL1344_RS14260	mrna	2916251	2916886	-
2737	hxlB	SL1344_RS14265	mrna	2916910	2917473	-
2738	SL1344_RS14270	SL1344_RS14270	mrna	2917473	2918315	-
2739	ptsG	SL1344_RS14275	mrna	2918445	2919986	-
2740	SL1344_RS14280	SL1344_RS14280	mrna	2920209	2921888	+
2741	SL1344_RS14290	SL1344_RS14290	mrna	2923005	2923880	+
2742	SL1344_RS14295	SL1344_RS14295	mrna	2924046	2925920	+
2743	SL1344_RS14300	SL1344_RS14300	mrna	2926180	2927463	-
2744	SL1344_RS14305	SL1344_RS14305	mrna	2928041	2928637	+
2745	SL1344_RS14320	SL1344_RS14320	mrna	2930361	2930999	-
2746	SL1344_RS14325	SL1344_RS14325	mrna	2930996	2932978	-
2747	SL1344_RS14335	SL1344_RS14335	mrna	2933257	2934419	+
2748	fljA	SL1344_RS14340	mrna	2935199	2935738	-
2749	SL1344_RS14345	SL1344_RS14345	mrna	2935806	2937326	-
2750	hin	SL1344_RS14350	mrna	2937418	2937990	+
2751	iroB	SL1344_RS14355	mrna	2938953	2940068	+
2752	iroC	SL1344_RS14360	mrna	2940149	2943802	+
2753	SL1344_RS14365	SL1344_RS14365	mrna	2943912	2945156	+
2754	SL1344_RS14370	SL1344_RS14370	mrna	2945188	2946123	+
2755	SL1344_RS14375	SL1344_RS14375	mrna	2946165	2948339	-
2756	SL1344_RS25775	SL1344_RS25775	mrna	2948871	2949203	-
2757	pipB2	SL1344_RS14385	mrna	2949378	2950430	-
2758	SL1344_RS14390	SL1344_RS14390	mrna	2950949	2951878	+
2759	SL1344_RS14395	SL1344_RS14395	mrna	2952171	2953067	+
2760	SL1344_RS14405	SL1344_RS14405	mrna	2953789	2954802	-
2761	SL1344_RS14410	SL1344_RS14410	mrna	2954935	2956350	-
2762	tctD	SL1344_RS14415	mrna	2956337	2957011	-
2763	SL1344_RS14425	SL1344_RS14425	mrna	2957166	2958143	+
2764	SL1344_RS14430	SL1344_RS14430	mrna	2958155	2958589	+
2765	SL1344_RS14435	SL1344_RS14435	mrna	2958600	2960114	+
2766	glaH	SL1344_RS14440	mrna	2960417	2961394	+
2767	lhgO	SL1344_RS14445	mrna	2961420	2962688	+
2768	gabD	SL1344_RS14450	mrna	2962710	2964158	+
2769	gabT	SL1344_RS14455	mrna	2964173	2965456	+
2770	gabP	SL1344_RS14460	mrna	2965586	2966986	+
2771	csiR	SL1344_RS14465	mrna	2967028	2967705	+
2772	lysM	SL1344_RS14470	mrna	2967727	2968176	-
2773	SL1344_RS14475	SL1344_RS14475	mrna	2968276	2968434	-
2774	SL1344_RS14480	SL1344_RS14480	mrna	2968617	2968916	+
2775	SL1344_RS14485	SL1344_RS14485	mrna	2968926	2969453	+
2776	SL1344_RS14490	SL1344_RS14490	mrna	2969532	2969711	+
2777	stpA	SL1344_RS14495	mrna	2969801	2970202	-
2778	alaE	SL1344_RS14500	mrna	2970901	2971350	+
2779	SL1344_RS14505	SL1344_RS14505	mrna	2971385	2971735	-
2780	SL1344_RS14510	SL1344_RS14510	mrna	2971897	2972223	+
2781	SL1344_RS14515	SL1344_RS14515	mrna	2972307	2973641	-
2782	SL1344_RS14520	SL1344_RS14520	mrna	2973730	2974161	+
2783	nrdH	SL1344_RS14530	mrna	2974433	2974678	+
2784	nrdI	SL1344_RS14535	mrna	2974675	2975085	+
2785	nrdE	SL1344_RS14540	mrna	2975058	2977202	+
2786	nrdF	SL1344_RS14545	mrna	2977213	2978172	+
2787	proV	SL1344_RS14550	mrna	2978527	2979729	+
2788	proW	SL1344_RS14555	mrna	2979722	2980786	+
2789	proX	SL1344_RS14560	mrna	2980856	2981851	+
2790	SL1344_RS14565	SL1344_RS14565	mrna	2982016	2983200	+
2791	mprA	SL1344_RS14570	mrna	2983697	2984227	+
2792	emrA	SL1344_RS14575	mrna	2984354	2985526	+
2793	emrB	SL1344_RS14580	mrna	2985543	2987081	+
2794	SL1344_RS14585	SL1344_RS14585	mrna	2987130	2988500	-
2795	luxS	SL1344_RS14590	mrna	2988846	2989361	-
2796	gshA	SL1344_RS14595	mrna	2989511	2991067	-
2797	SL1344_RS14600	SL1344_RS14600	mrna	2991144	2991569	-
2798	yqaB	SL1344_RS14605	mrna	2991566	2992132	-
2799	csrA	SL1344_RS14635	mrna	2993527	2993712	-
2800	alaS	SL1344_RS14640	mrna	2993947	2996577	-
2801	recX	SL1344_RS14645	mrna	2996813	2997313	-
2802	recA	SL1344_RS14650	mrna	2997430	2998491	-
2803	pncC	SL1344_RS14655	mrna	2998576	2999073	-
2804	SL1344_RS27740	SL1344_RS27740	mrna	2999268	2999513	+
2805	mltB	SL1344_RS14660	mrna	2999551	3000630	-
2806	srlA	SL1344_RS14665	mrna	3000884	3001447	+
2807	SL1344_RS14670	SL1344_RS14670	mrna	3001444	3002415	+
2808	srlB	SL1344_RS14675	mrna	3002427	3002789	+
2809	srlD	SL1344_RS14680	mrna	3002801	3003580	+
2810	gutM	SL1344_RS14685	mrna	3003656	3004015	+
2811	srlR	SL1344_RS14695	mrna	3004213	3004986	+
2812	gutQ	SL1344_RS14700	mrna	3004979	3005944	+
2813	norR	SL1344_RS14705	mrna	3005941	3007461	-
2814	norV	SL1344_RS14710	mrna	3007647	3009086	+
2815	norW	SL1344_RS14715	mrna	3009083	3010216	+
2816	hypF	SL1344_RS14720	mrna	3010313	3012553	-
2817	hydN	SL1344_RS14725	mrna	3012699	3013244	-
2818	SL1344_RS14730	SL1344_RS14730	mrna	3013445	3014254	-
2819	hycI	SL1344_RS14735	mrna	3014281	3014751	-
2820	SL1344_RS14740	SL1344_RS14740	mrna	3014744	3015154	-
2821	hycG	SL1344_RS14745	mrna	3015151	3015918	-
2822	hycF	SL1344_RS14750	mrna	3015918	3016460	-
2823	hycE	SL1344_RS14755	mrna	3016470	3018179	-
2824	SL1344_RS14760	SL1344_RS14760	mrna	3018197	3019120	-
2825	hycC	SL1344_RS14765	mrna	3019123	3020949	-
2826	hycB	SL1344_RS14770	mrna	3020949	3021557	-
2827	hycA	SL1344_RS14775	mrna	3021703	3022164	-
2828	hypA	SL1344_RS14780	mrna	3022374	3022730	+
2829	hypB	SL1344_RS14785	mrna	3022799	3023671	+
2830	hypC	SL1344_RS14790	mrna	3023662	3023934	+
2831	hypD	SL1344_RS14795	mrna	3023934	3025055	+
2832	hypE	SL1344_RS14800	mrna	3025052	3026062	+
2833	flhA	SL1344_RS14805	mrna	3026281	3028359	+
2834	SL1344_RS14810	SL1344_RS14810	mrna	3028421	3028765	-
2835	sitA	SL1344_RS14815	mrna	3028947	3029864	+
2836	sitB	SL1344_RS14820	mrna	3029861	3030682	+
2837	sitC	SL1344_RS14825	mrna	3030679	3031539	+
2838	sitD	SL1344_RS14830	mrna	3031530	3032378	+
2839	avrA	SL1344_RS14835	mrna	3032477	3033382	-
2840	sprB	SL1344_RS14840	mrna	3033543	3034298	-
2841	hilC	SL1344_RS14845	mrna	3034683	3035570	-
2842	SL1344_RS14850	SL1344_RS14850	mrna	3035915	3036367	-
2843	orgB	SL1344_RS14855	mrna	3036364	3037044	-
2844	orgA	SL1344_RS14860	mrna	3037001	3037600	-
2845	prgK	SL1344_RS14865	mrna	3037572	3038330	-
2846	prgJ	SL1344_RS14870	mrna	3038327	3038632	-
2847	prgI	SL1344_RS14875	mrna	3038651	3038893	-
2848	prgH	SL1344_RS14880	mrna	3038918	3040096	-
2849	hilD	SL1344_RS14885	mrna	3040412	3041341	+
2850	hilA	SL1344_RS14890	mrna	3042432	3044093	+
2851	iagB	SL1344_RS14895	mrna	3044111	3044593	+
2852	sptP	SL1344_RS14900	mrna	3044647	3046278	-
2853	sicP	SL1344_RS14905	mrna	3046265	3046657	-
2854	SL1344_RS14910	SL1344_RS14910	mrna	3046684	3046944	-
2855	SL1344_RS14915	SL1344_RS14915	mrna	3046988	3047236	-
2856	sipA	SL1344_RS14920	mrna	3047255	3049312	-
2857	sipD	SL1344_RS14925	mrna	3049331	3050362	-
2858	sipC	SL1344_RS14930	mrna	3050433	3051662	-
2859	sipB	SL1344_RS14935	mrna	3051690	3053471	-
2860	sicA	SL1344_RS14940	mrna	3053474	3053971	-
2861	spaS	SL1344_RS14945	mrna	3054109	3055179	-
2862	spaR	SL1344_RS14950	mrna	3055166	3055957	-
2863	spaQ	SL1344_RS14955	mrna	3055961	3056221	-
2864	spaP	SL1344_RS14960	mrna	3056247	3056921	-
2865	spaO	SL1344_RS14965	mrna	3056911	3057822	-
2866	spaN	SL1344_RS14970	mrna	3057822	3058832	-
2867	spaM	SL1344_RS14975	mrna	3058832	3059275	-
2868	invC	SL1344_RS14980	mrna	3059253	3060548	-
2869	spaK	SL1344_RS14985	mrna	3060545	3060952	-
2870	invA	SL1344_RS14990	mrna	3060976	3063033	-
2871	invE	SL1344_RS14995	mrna	3063058	3064176	-
2872	invG	SL1344_RS15000	mrna	3064173	3065861	-
2873	invF	SL1344_RS15005	mrna	3065858	3066508	-
2874	invH	SL1344_RS15010	mrna	3066965	3067408	+
2875	SL1344_RS15015	SL1344_RS15015	mrna	3067839	3068288	+
2876	SL1344_RS15020	SL1344_RS15020	mrna	3068273	3068620	+
2877	SL1344_RS15025	SL1344_RS15025	mrna	3068893	3069219	-
2878	SL1344_RS15030	SL1344_RS15030	mrna	3069908	3070198	+
2879	SL1344_RS15035	SL1344_RS15035	mrna	3070195	3070722	+
2880	pphB	SL1344_RS15045	mrna	3071347	3072003	+
2881	SL1344_RS15050	SL1344_RS15050	mrna	3072175	3072696	-
2882	mutS	SL1344_RS15055	mrna	3072855	3075422	+
2883	SL1344_RS15060	SL1344_RS15060	mrna	3075478	3075858	-
2884	SL1344_RS15065	SL1344_RS15065	mrna	3075855	3077063	-
2885	SL1344_RS15070	SL1344_RS15070	mrna	3077151	3078083	+
2886	SL1344_RS15075	SL1344_RS15075	mrna	3078125	3079621	-
2887	denD	SL1344_RS15080	mrna	3079618	3080568	-
2888	SL1344_RS15085	SL1344_RS15085	mrna	3080608	3081369	-
2889	SL1344_RS15090	SL1344_RS15090	mrna	3081374	3082012	-
2890	otnK	SL1344_RS15095	mrna	3082009	3083271	-
2891	ltnD	SL1344_RS15100	mrna	3083265	3084188	-
2892	ygbI	SL1344_RS15105	mrna	3084385	3085149	+
2893	SL1344_RS15110	SL1344_RS15110	mrna	3085168	3085572	-
2894	SL1344_RS15115	SL1344_RS15115	mrna	3085743	3086336	+
2895	SL1344_RS15120	SL1344_RS15120	mrna	3086336	3087763	+
2896	SL1344_RS15125	SL1344_RS15125	mrna	3087774	3088010	+
2897	rpoS	SL1344_RS15130	mrna	3088055	3089047	-
2898	nlpD	SL1344_RS15135	mrna	3089110	3090192	-
2899	SL1344_RS27745	SL1344_RS27745	mrna	3090122	3090280	+
2900	SL1344_RS15140	SL1344_RS15140	mrna	3090419	3091045	-
2901	surE	SL1344_RS15145	mrna	3091039	3091800	-
2902	truD	SL1344_RS15150	mrna	3091781	3092830	-
2903	ispF	SL1344_RS15155	mrna	3092827	3093306	-
2904	ispD	SL1344_RS15160	mrna	3093306	3094016	-
2905	ftsB	SL1344_RS15165	mrna	3094035	3094346	-
2906	SL1344_RS15170	SL1344_RS15170	mrna	3094537	3094860	-
2907	cysC	SL1344_RS15175	mrna	3094911	3095516	-
2908	cysN	SL1344_RS15180	mrna	3095503	3096942	-
2909	cysD	SL1344_RS15185	mrna	3096952	3097860	-
2910	SL1344_RS15190	SL1344_RS15190	mrna	3098111	3099157	+
2911	cas2e	SL1344_RS15195	mrna	3100256	3100549	-
2912	cas1e	SL1344_RS15200	mrna	3100549	3101469	-
2913	cas6e	SL1344_RS15205	mrna	3101466	3102116	-
2914	cas5e	SL1344_RS15210	mrna	3102098	3102844	-
2915	cas7e	SL1344_RS15215	mrna	3102855	3103913	-
2916	casB	SL1344_RS15220	mrna	3103927	3104487	-
2917	casA	SL1344_RS15225	mrna	3104484	3106040	-
2918	SL1344_RS15230	SL1344_RS15230	mrna	3106052	3108715	-
2919	sopD	SL1344_RS15235	mrna	3109160	3110113	+
2920	cysH	SL1344_RS15240	mrna	3110201	3110935	-
2921	cysI	SL1344_RS15245	mrna	3111011	3112723	-
2922	cysJ	SL1344_RS15250	mrna	3112723	3114522	-
2923	queD	SL1344_RS15255	mrna	3114946	3115308	+
2924	SL1344_RS15260	SL1344_RS15260	mrna	3115396	3116193	-
2925	queE	SL1344_RS15265	mrna	3118020	3118691	-
2926	eno	SL1344_RS15270	mrna	3118827	3120125	-
2927	pyrG	SL1344_RS15275	mrna	3120208	3121845	-
2928	mazG	SL1344_RS15280	mrna	3122073	3122873	-
2929	SL1344_RS15285	SL1344_RS15285	mrna	3123641	3123937	-
2930	SL1344_RS15290	SL1344_RS15290	mrna	3123903	3124259	-
2931	relA	SL1344_RS15295	mrna	3124343	3126577	-
2932	rlmD	SL1344_RS15300	mrna	3126629	3127924	-
2933	barA	SL1344_RS15305	mrna	3127982	3130738	+
2934	SL1344_RS15310	SL1344_RS15310	mrna	3130782	3131924	-
2935	gudD	SL1344_RS15315	mrna	3132002	3133342	-
2936	SL1344_RS15320	SL1344_RS15320	mrna	3133363	3134703	-
2937	gudP	SL1344_RS15325	mrna	3134700	3136058	-
2938	SL1344_RS25850	SL1344_RS25850	mrna	3136138	3136389	+
2939	SL1344_RS15330	SL1344_RS15330	mrna	3136539	3136988	-
2940	truC	SL1344_RS15335	mrna	3137007	3137789	-
2941	SL1344_RS15340	SL1344_RS15340	mrna	3137789	3138118	-
2942	syd	SL1344_RS15350	mrna	3138730	3139275	-
2943	queF	SL1344_RS15355	mrna	3139344	3140192	+
2944	ppnN	SL1344_RS15360	mrna	3140305	3141669	+
2945	sdaC	SL1344_RS15365	mrna	3142234	3143523	+
2946	sdaB	SL1344_RS15370	mrna	3143582	3144949	+
2947	xni	SL1344_RS15375	mrna	3145120	3145875	+
2948	fucO	SL1344_RS15380	mrna	3145967	3147115	-
2949	fucA	SL1344_RS15385	mrna	3147132	3147779	-
2950	fucP	SL1344_RS15390	mrna	3148334	3149650	+
2951	fucI	SL1344_RS15395	mrna	3149682	3151457	+
2952	fucK	SL1344_RS15400	mrna	3151558	3152976	+
2953	fucU	SL1344_RS15405	mrna	3152978	3153400	+
2954	fucR	SL1344_RS15410	mrna	3153458	3154168	+
2955	rlmM	SL1344_RS15415	mrna	3154227	3155327	-
2956	SL1344_RS15420	SL1344_RS15420	mrna	3155320	3155715	-
2957	gcvA	SL1344_RS15425	mrna	3155734	3156651	-
2958	SL1344_RS15430	SL1344_RS15430	mrna	3156998	3157225	-
2959	csdA	SL1344_RS15435	mrna	3157418	3158623	+
2960	csdE	SL1344_RS15440	mrna	3158623	3159066	+
2961	rarD	SL1344_RS15445	mrna	3159366	3160253	+
2962	tcdA	SL1344_RS15450	mrna	3160305	3161111	-
2963	mltA	SL1344_RS15455	mrna	3161221	3162318	-
2964	amiC	SL1344_RS15470	mrna	3162818	3164071	-
2965	argA	SL1344_RS15475	mrna	3164304	3165635	+
2966	recD	SL1344_RS15480	mrna	3165738	3167573	-
2967	recB	SL1344_RS15485	mrna	3167570	3171115	-
2968	ptrA	SL1344_RS15490	mrna	3171108	3173996	-
2969	recC	SL1344_RS15495	mrna	3174174	3177545	-
2970	SL1344_RS15500	SL1344_RS15500	mrna	3177561	3177881	-
2971	SL1344_RS15505	SL1344_RS15505	mrna	3177866	3178273	-
2972	SL1344_RS15510	SL1344_RS15510	mrna	3178270	3178833	-
2973	SL1344_RS15515	SL1344_RS15515	mrna	3178824	3179294	-
2974	thyA	SL1344_RS15525	mrna	3179479	3180273	-
2975	lgt	SL1344_RS15530	mrna	3180280	3181155	-
2976	ptsP	SL1344_RS15535	mrna	3181371	3183617	-
2977	rppH	SL1344_RS15540	mrna	3183630	3184160	-
2978	mutH	SL1344_RS15550	mrna	3184843	3185538	+
2979	SL1344_RS15555	SL1344_RS15555	mrna	3185720	3186433	+
2980	SL1344_RS15560	SL1344_RS15560	mrna	3186603	3186821	+
2981	SL1344_RS15565	SL1344_RS15565	mrna	3187012	3188052	+
2982	lplT	SL1344_RS15570	mrna	3188139	3189341	-
2983	aas	SL1344_RS15575	mrna	3189334	3191493	-
2984	galR	SL1344_RS15580	mrna	3192086	3193114	+
2985	SL1344_RS15585	SL1344_RS15585	mrna	3193125	3194147	+
2986	lysA	SL1344_RS15590	mrna	3194157	3195419	-
2987	SL1344_RS15595	SL1344_RS15595	mrna	3195537	3196472	+
2988	SL1344_RS15600	SL1344_RS15600	mrna	3196444	3197151	-
2989	araE	SL1344_RS15605	mrna	3197264	3198682	-
2990	kduD	SL1344_RS15610	mrna	3199036	3199797	-
2991	kduI	SL1344_RS15615	mrna	3199854	3200690	-
2992	SL1344_RS15620	SL1344_RS15620	mrna	3201120	3202298	-
2993	SL1344_RS15625	SL1344_RS15625	mrna	3202421	3203284	-
2994	SL1344_RS15630	SL1344_RS15630	mrna	3203388	3203843	+
2995	SL1344_RS15635	SL1344_RS15635	mrna	3203985	3205214	+
2996	rcnR	SL1344_RS15640	mrna	3205245	3205517	-
2997	SL1344_RS15645	SL1344_RS15645	mrna	3205639	3206475	+
2998	SL1344_RS15650	SL1344_RS15650	mrna	3206685	3207443	-
2999	SL1344_RS15655	SL1344_RS15655	mrna	3207430	3207942	-
3000	SL1344_RS15660	SL1344_RS15660	mrna	3208086	3209162	-
3001	stdC	SL1344_RS15665	mrna	3209159	3209902	-
3002	stdB	SL1344_RS15670	mrna	3209943	3212432	-
3003	SL1344_RS15675	SL1344_RS15675	mrna	3212552	3213136	-
3004	SL1344_RS15680	SL1344_RS15680	mrna	3213855	3214487	-
3005	SL1344_RS15685	SL1344_RS15685	mrna	3214534	3215070	-
3006	vapC	SL1344_RS15690	mrna	3215876	3216274	-
3007	vapB	SL1344_RS15695	mrna	3216274	3216501	-
3008	SL1344_RS15700	SL1344_RS15700	mrna	3216678	3216929	+
3009	SL1344_RS15705	SL1344_RS15705	mrna	3217204	3218010	+
3010	actS	SL1344_RS15715	mrna	3218295	3219053	-
3011	idi	SL1344_RS15720	mrna	3219318	3219863	+
3012	lysS	SL1344_RS15725	mrna	3219939	3221456	-
